InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
INV0030130,7/9/2024,C0861,P078,4,663.96,2655.84
INV0030131,6/11/2024,C1881,P063,1,1819.9,1819.9
INV0030132,9/10/2023,C0302,P079,5,453.25,2266.25
INV0030133,11/29/2023,C1713,P076,3,239.87,719.61
INV0030134,7/31/2024,C1790,P033,5,15.22,76.1
INV0030135,5/30/2024,C0060,P048,5,1036.36,5181.8
INV0030136,5/8/2025,C1814,P027,2,1457.71,2915.42
INV0030137,5/29/2024,C0540,P019,1,42.98,42.98
INV0030138,5/5/2024,C0994,P047,2,1479.53,2959.06
INV0030139,9/8/2023,C0209,P068,2,1594.04,3188.08
INV0030140,4/19/2024,C1186,P080,2,1674.29,3348.58
INV0030141,4/17/2024,C1880,P031,1,956.84,956.84
INV0030142,12/3/2023,C0242,P067,1,1157.93,1157.93
INV0030143,3/8/2024,C0177,P069,2,466.09,932.18
INV0030144,1/24/2025,C0253,P015,1,79.62,79.62
INV0030145,8/20/2024,C1371,P007,2,1171.1,2342.2
INV0030146,10/17/2023,C0599,P053,3,640.22,1920.66
INV0030147,6/10/2024,C1145,P073,4,42.69,170.76
INV0030148,11/2/2024,C1708,P035,4,159.09,636.36
INV0030149,10/12/2024,C0771,P017,5,22.3,111.5
INV0030150,12/30/2023,C1555,P027,3,1457.71,4373.13
INV0030151,12/29/2023,C1167,P019,1,42.98,42.98
INV0030152,11/22/2024,C0283,P038,3,2331.73,6995.19
INV0030153,9/5/2023,C0519,P078,4,663.96,2655.84
INV0030154,2/13/2025,C0520,P065,5,127.04,635.2
INV0030155,5/22/2024,C0877,P058,5,19.95,99.75
INV0030156,9/28/2024,C1380,P005,1,9.36,9.36
INV0030157,5/25/2025,C0083,P067,4,1157.93,4631.72
INV0030158,2/24/2024,C1615,P030,3,8.15,24.45
INV0030159,9/25/2024,C1152,P060,5,48.02,240.1
INV0030160,7/23/2024,C0502,P063,3,1819.9,5459.7
INV0030161,3/14/2025,C0298,P054,4,187.68,750.72
INV0030162,12/6/2023,C0859,P024,5,37.59,187.95
INV0030163,5/22/2024,C0821,P036,3,505.91,1517.73
INV0030164,6/29/2024,C0521,P055,4,918.47,3673.88
INV0030165,3/28/2025,C0415,P057,2,1318.78,2637.56
INV0030166,10/18/2024,C0496,P021,3,371.86,1115.58
INV0030167,10/4/2023,C0990,P076,3,239.87,719.61
INV0030168,8/21/2024,C0145,P014,2,388.53,777.06
INV0030169,1/4/2024,C1345,P016,5,1146.85,5734.25
INV0030170,2/4/2025,C1519,P078,2,663.96,1327.92
INV0030171,5/30/2024,C1253,P013,2,35.78,71.56
INV0030172,2/22/2025,C0422,P061,4,341.1,1364.4
INV0030173,7/23/2025,C1697,P023,3,671.66,2014.98
INV0030174,2/10/2024,C0913,P029,1,905.27,905.27
INV0030175,6/9/2025,C0129,P056,1,71.66,71.66
INV0030176,12/4/2023,C0129,P074,2,1335.23,2670.46
INV0030177,5/1/2024,C0774,P050,5,717.44,3587.2
INV0030178,3/13/2025,C0247,P004,5,522.46,2612.3
INV0030179,7/26/2024,C1033,P010,5,465.52,2327.6
INV0030180,7/18/2024,C1494,P013,4,35.78,143.12
INV0030181,10/31/2023,C0851,P032,4,2107.87,8431.48
INV0030182,2/24/2024,C1565,P072,1,1085.66,1085.66
INV0030183,5/13/2024,C1123,P021,2,371.86,743.72
INV0030184,1/19/2024,C1922,P043,5,832.69,4163.45
INV0030185,9/8/2023,C0420,P011,4,49.79,199.16
INV0030186,3/30/2025,C0632,P011,2,49.79,99.58
INV0030187,6/1/2025,C1415,P025,5,1008.24,5041.2
INV0030188,10/10/2024,C0898,P079,4,453.25,1813
INV0030189,1/15/2024,C0620,P072,5,1085.66,5428.3
INV0030190,12/8/2024,C1085,P041,4,428.55,1714.2
INV0030191,5/28/2024,C0926,P034,1,383.59,383.59
INV0030192,2/17/2024,C0095,P013,5,35.78,178.9
INV0030193,8/7/2024,C1161,P059,2,414.05,828.1
INV0030194,5/31/2024,C1802,P058,5,19.95,99.75
INV0030195,3/23/2025,C1190,P031,3,956.84,2870.52
INV0030196,9/16/2023,C1875,P021,1,371.86,371.86
INV0030197,3/18/2025,C1758,P027,1,1457.71,1457.71
INV0030198,8/26/2024,C1016,P037,4,1471.13,5884.52
INV0030199,9/26/2023,C1133,P026,1,15.09,15.09
INV0030200,2/22/2025,C1055,P013,1,35.78,35.78
INV0030201,6/13/2025,C0541,P080,5,1674.29,8371.45
INV0030202,12/2/2023,C0126,P004,4,522.46,2089.84
INV0030203,6/2/2025,C0685,P045,1,727.33,727.33
INV0030204,10/13/2023,C0886,P061,1,341.1,341.1
INV0030205,6/19/2025,C0269,P057,5,1318.78,6593.9
INV0030206,5/7/2024,C1847,P048,4,1036.36,4145.44
INV0030207,1/30/2025,C1069,P014,4,388.53,1554.12
INV0030208,7/22/2024,C1456,P026,1,15.09,15.09
INV0030209,2/14/2025,C0128,P075,5,95.97,479.85
INV0030210,11/4/2024,C1934,P007,5,1171.1,5855.5
INV0030211,3/26/2025,C1951,P077,5,825.61,4128.05
INV0030212,7/5/2024,C1806,P078,1,663.96,663.96
INV0030213,2/1/2025,C0233,P035,5,159.09,795.45
INV0030214,8/26/2023,C0897,P032,3,2107.87,6323.61
INV0030215,2/23/2024,,,2,1457.71,2915.42
INV0030216,1/8/2025,C0335,P074,2,1335.23,2670.46
INV0030217,4/26/2025,C1516,P032,3,2107.87,6323.61
INV0030218,7/5/2025,C0751,P024,4,37.59,150.36
INV0030219,4/29/2024,C1814,P034,2,383.59,767.18
INV0030220,6/28/2024,C0235,P021,2,371.86,743.72
INV0030221,9/14/2023,C1187,P020,1,746.91,746.91
INV0030222,9/10/2024,C1608,P047,1,1479.53,1479.53
INV0030223,9/14/2023,C1547,P034,5,383.59,1917.95
INV0030224,5/18/2025,C0915,P012,4,81.26,325.04
INV0030225,9/21/2024,C1036,P057,1,1318.78,1318.78
INV0030226,8/16/2024,C0857,P047,2,1479.53,2959.06
INV0030227,12/14/2024,C0146,P027,4,1457.71,5830.84
INV0030228,6/8/2024,C0361,P045,3,727.33,2181.99
INV0030229,10/26/2024,C1241,P036,5,505.91,2529.55
INV0030230,9/13/2023,C0521,P060,5,48.02,240.1
INV0030231,1/20/2024,C0972,P011,1,49.79,49.79
INV0030232,3/28/2025,C1871,P018,1,301.85,301.85
INV0030233,8/23/2024,C1324,P033,5,15.22,76.1
INV0030234,12/19/2023,C1457,P007,5,1171.1,5855.5
INV0030235,10/23/2024,C0673,P037,4,1471.13,5884.52
INV0030236,4/18/2025,C1081,P065,3,127.04,381.12
INV0030237,7/22/2025,C1297,P059,1,414.05,414.05
INV0030238,2/5/2024,C1948,P056,1,71.66,71.66
INV0030239,6/11/2025,C0816,P030,2,8.15,16.3
INV0030240,6/24/2025,C0300,P045,4,727.33,2909.32
INV0030241,8/21/2024,C0595,P046,3,255.6,766.8
INV0030242,2/20/2025,C1320,P050,2,717.44,1434.88
INV0030243,9/28/2023,C1078,P051,3,45.11,135.33
INV0030244,9/11/2023,C1973,P002,1,2202.24,2202.24
INV0030245,3/28/2025,C1086,P009,4,661.99,2647.96
INV0030246,8/25/2024,C0720,P064,2,1264.97,2529.94
INV0030247,5/27/2025,C1033,P038,1,2331.73,2331.73
INV0030248,9/20/2023,C1557,P017,5,22.3,111.5
INV0030249,12/12/2024,C0411,P068,5,1594.04,7970.2
INV0030250,6/20/2025,C0697,P063,4,1819.9,7279.6
INV0030251,4/1/2025,C1270,P010,3,465.52,1396.56
INV0030252,2/4/2024,C0290,P032,5,2107.87,10539.35
INV0030253,11/8/2024,C1464,P012,2,81.26,162.52
INV0030254,6/25/2024,C0168,P031,2,956.84,1913.68
INV0030255,4/25/2025,C0764,P047,3,1479.53,4438.59
INV0030256,10/21/2024,C0434,P066,5,18.45,92.25
INV0030257,11/16/2024,C1546,P008,2,403.58,807.16
INV0030258,8/31/2024,C1671,P042,5,25.06,125.3
INV0030259,6/6/2024,C1978,P065,1,127.04,127.04
INV0030260,2/18/2025,C0051,P079,4,453.25,1813
INV0030261,3/10/2025,C0330,P011,4,49.79,199.16
INV0030262,5/27/2025,C0349,P046,1,255.6,255.6
INV0030263,6/25/2025,C1761,P065,4,127.04,508.16
INV0030264,5/30/2024,C1296,P013,3,35.78,107.34
INV0030265,10/11/2023,C0534,P002,3,2202.24,6606.72
INV0030266,12/7/2023,C1832,P055,2,918.47,1836.94
INV0030267,10/28/2024,C1779,P039,1,38.83,38.83
INV0030268,12/18/2024,C1613,P012,5,81.26,406.3
INV0030269,3/4/2024,C1373,P078,2,663.96,1327.92
INV0030270,3/24/2025,C0354,P021,1,371.86,371.86
INV0030271,2/20/2025,C1549,P067,4,1157.93,4631.72
INV0030272,9/6/2024,C0527,P017,1,22.3,22.3
INV0030273,12/7/2023,C0695,P001,3,766.52,2299.56
INV0030274,5/9/2025,C1446,P024,4,37.59,150.36
INV0030275,8/14/2024,C1906,P052,5,54.83,274.15
INV0030276,9/7/2023,C1668,P069,4,466.09,1864.36
INV0030277,10/31/2024,C1103,P072,2,1085.66,2171.32
INV0030278,2/2/2025,C1451,P053,1,640.22,640.22
INV0030279,7/8/2024,C1274,P050,3,717.44,2152.32
INV0030280,3/6/2025,C0608,P073,1,42.69,42.69
INV0030281,2/6/2024,C0549,P077,2,825.61,1651.22
INV0030282,2/1/2024,C1008,P074,5,1335.23,6676.15
INV0030283,8/2/2025,C1327,P017,4,22.3,89.2
INV0030284,1/14/2025,C1327,P029,1,905.27,905.27
INV0030285,1/17/2024,C0359,P025,5,1008.24,5041.2
INV0030286,10/31/2024,C0996,P010,2,465.52,931.04
INV0030287,2/28/2024,C0996,P023,4,671.66,2686.64
INV0030288,1/23/2025,C0016,P017,4,22.3,89.2
INV0030289,3/15/2024,C0822,P036,4,505.91,2023.64
INV0030290,8/4/2024,C1987,P027,2,1457.71,2915.42
INV0030291,1/9/2025,C1645,P040,3,621.13,1863.39
INV0030292,9/10/2023,C0329,P001,5,766.52,3832.6
INV0030293,7/13/2025,C1383,P068,4,1594.04,6376.16
INV0030294,7/12/2025,C1544,P013,3,35.78,107.34
INV0030295,7/21/2025,C0955,P060,2,48.02,96.04
INV0030296,2/27/2025,,,5,403.58,2017.9
INV0030297,9/8/2024,C0750,P063,5,1819.9,9099.5
INV0030298,5/18/2025,C0287,P001,3,766.52,2299.56
INV0030299,6/7/2025,C0284,P073,3,42.69,128.07
INV0030300,3/15/2024,C0550,P072,1,1085.66,1085.66
INV0030301,5/11/2025,C0387,P030,5,8.15,40.75
INV0030302,8/19/2023,C1517,P070,2,45.31,90.62
INV0030303,9/25/2023,C1261,P069,3,466.09,1398.27
INV0030304,1/16/2024,C0465,P070,3,45.31,135.93
INV0030305,2/21/2024,C0065,P071,1,38.6,38.6
INV0030306,6/29/2025,C1842,P029,5,905.27,4526.35
INV0030307,11/22/2024,C1095,P054,2,187.68,375.36
INV0030308,3/12/2024,C1484,P041,3,428.55,1285.65
INV0030309,9/16/2024,C1109,P037,2,1471.13,2942.26
INV0030310,6/3/2025,C0403,P019,3,42.98,128.94
INV0030311,10/16/2023,C1040,P022,4,838.55,3354.2
INV0030312,1/7/2024,C0189,P053,1,640.22,640.22
INV0030313,12/14/2024,C1927,P027,2,1457.71,2915.42
INV0030314,3/7/2024,C0105,P061,3,341.1,1023.3
INV0030315,6/2/2024,C1588,P023,2,671.66,1343.32
INV0030316,3/27/2025,C1764,P072,1,1085.66,1085.66
INV0030317,11/23/2024,C1522,P016,3,1146.85,3440.55
INV0030318,5/17/2024,C1779,P080,3,1674.29,5022.87
INV0030319,8/5/2024,C0141,P036,1,505.91,505.91
INV0030320,4/29/2024,C1550,P078,5,663.96,3319.8
INV0030321,11/10/2023,C1294,P048,2,1036.36,2072.72
INV0030322,9/3/2024,C0604,P030,5,8.15,40.75
INV0030323,7/9/2025,C1437,P051,5,45.11,225.55
INV0030324,6/22/2024,C1728,P073,1,42.69,42.69
INV0030325,5/13/2025,C0655,P029,5,905.27,4526.35
INV0030326,7/5/2025,C1297,P074,5,1335.23,6676.15
INV0030327,12/10/2023,C0696,P040,1,621.13,621.13
INV0030328,3/31/2024,C1725,P076,3,239.87,719.61
INV0030329,6/29/2025,C0836,P048,3,1036.36,3109.08
INV0030330,7/1/2024,C1503,P036,1,505.91,505.91
INV0030331,2/13/2025,C0101,P036,2,505.91,1011.82
INV0030332,12/4/2024,C1985,P046,4,255.6,1022.4
INV0030333,6/23/2025,C0135,P043,5,832.69,4163.45
INV0030334,10/29/2023,C1831,P004,2,522.46,1044.92
INV0030335,2/1/2024,C1295,P022,2,838.55,1677.1
INV0030336,4/24/2025,C1362,P002,5,2202.24,11011.2
INV0030337,7/16/2024,C0629,P061,1,341.1,341.1
INV0030338,5/17/2025,C1477,P032,5,2107.87,10539.35
INV0030339,8/7/2025,C1946,P001,1,766.52,766.52
INV0030340,8/29/2023,C0762,P064,4,1264.97,5059.88
INV0030341,5/27/2025,C1274,P066,2,18.45,36.9
INV0030342,3/27/2025,C0567,P027,2,1457.71,2915.42
INV0030343,9/10/2023,C1156,P012,3,81.26,243.78
INV0030344,6/23/2024,C0265,P078,3,663.96,1991.88
INV0030345,2/24/2024,C1928,P073,5,42.69,213.45
INV0030346,11/5/2024,C1164,P018,2,301.85,603.7
INV0030347,11/21/2024,C0792,P045,5,727.33,3636.65
INV0030348,3/29/2025,C0679,P077,5,825.61,4128.05
INV0030349,8/14/2024,C1122,P032,2,2107.87,4215.74
INV0030350,12/14/2023,C1518,P053,5,640.22,3201.1
INV0030351,7/28/2025,C0162,P010,5,465.52,2327.6
INV0030352,4/1/2025,C0230,P046,1,255.6,255.6
INV0030353,12/5/2023,C0678,P053,1,640.22,640.22
INV0030354,2/17/2024,C1924,P042,4,25.06,100.24
INV0030355,5/8/2025,C0075,P037,2,1471.13,2942.26
INV0030356,9/8/2024,C0975,P041,2,428.55,857.1
INV0030357,3/28/2025,C1490,P072,5,1085.66,5428.3
INV0030358,6/21/2024,C0677,P066,2,18.45,36.9
INV0030359,5/22/2025,C1267,P051,4,45.11,180.44
INV0030360,12/25/2024,C0730,P008,1,403.58,403.58
INV0030361,2/29/2024,C1059,P067,4,1157.93,4631.72
INV0030362,5/28/2024,C0011,P022,4,838.55,3354.2
INV0030363,12/13/2023,C0031,P025,3,1008.24,3024.72
INV0030364,11/19/2024,C1481,P066,3,18.45,55.35
INV0030365,12/28/2023,C0217,P041,2,428.55,857.1
INV0030366,10/27/2023,C0407,P055,5,918.47,4592.35
INV0030367,3/27/2025,C1593,P053,2,640.22,1280.44
INV0030368,11/2/2023,C1632,P078,2,663.96,1327.92
INV0030369,5/20/2025,C0058,P049,5,1790.33,8951.65
INV0030370,3/16/2025,C0649,P079,1,453.25,453.25
INV0030371,11/1/2023,C1357,P022,2,838.55,1677.1
INV0030372,5/22/2024,C1310,P051,4,45.11,180.44
INV0030373,3/30/2024,C0691,P032,3,2107.87,6323.61
INV0030374,2/23/2024,C1058,P053,2,640.22,1280.44
INV0030375,2/28/2025,C1771,P044,3,29.11,87.33
INV0030376,4/11/2025,C1284,P060,5,48.02,240.1
INV0030377,5/14/2024,C0780,P074,2,1335.23,2670.46
INV0030378,12/9/2024,C0429,P079,4,453.25,1813
INV0030379,12/12/2024,C1464,P002,5,2202.24,11011.2
INV0030380,1/11/2025,C0384,P069,1,466.09,466.09
INV0030381,4/25/2024,C0978,P045,1,727.33,727.33
INV0030382,2/17/2025,C1966,P060,2,48.02,96.04
INV0030383,4/22/2025,C1543,P014,5,388.53,1942.65
INV0030384,1/31/2025,C1414,P023,1,671.66,671.66
INV0030385,5/22/2025,C1163,P064,4,1264.97,5059.88
INV0030386,1/9/2025,C0819,P060,4,48.02,192.08
INV0030387,2/4/2025,C0191,P062,2,24.32,48.64
INV0030388,2/17/2025,C0271,P040,2,621.13,1242.26
INV0030389,9/22/2023,C1114,P015,1,79.62,79.62
INV0030390,1/6/2025,C0379,P001,4,766.52,3066.08
INV0030391,9/23/2024,C0262,P044,2,29.11,58.22
INV0030392,8/13/2025,C0699,P073,3,42.69,128.07
INV0030393,9/13/2023,C0272,P025,5,1008.24,5041.2
INV0030394,5/7/2025,,,3,1674.29,5022.87
INV0030395,6/28/2025,C0949,P016,1,1146.85,1146.85
INV0030396,10/7/2023,C0116,P030,5,8.15,40.75
INV0030397,5/31/2024,C1649,P069,3,466.09,1398.27
INV0030398,9/17/2023,C0291,P012,2,81.26,162.52
INV0030399,3/3/2025,C0209,P076,1,239.87,239.87
INV0030400,2/15/2024,C1278,P028,1,106.3,106.3
INV0030401,9/29/2023,C0840,P027,5,1457.71,7288.55
INV0030402,8/11/2024,C0421,P008,1,403.58,403.58
INV0030403,3/20/2025,C1594,P037,1,1471.13,1471.13
INV0030404,4/21/2024,C0785,P036,2,505.91,1011.82
INV0030405,8/30/2024,C0432,P069,5,466.09,2330.45
INV0030406,8/27/2023,C0107,P080,4,1674.29,6697.16
INV0030407,9/17/2023,C0523,P015,5,79.62,398.1
INV0030408,4/1/2025,C1367,P016,5,1146.85,5734.25
INV0030409,4/9/2024,C1326,P044,2,29.11,58.22
INV0030410,3/5/2024,C1870,P070,1,45.31,45.31
INV0030411,9/21/2024,C1480,P051,2,45.11,90.22
INV0030412,6/20/2024,C0739,P006,2,1118.54,2237.08
INV0030413,1/31/2024,C0985,P027,1,1457.71,1457.71
INV0030414,9/23/2023,C0608,P072,1,1085.66,1085.66
INV0030415,7/19/2024,C0025,P013,4,35.78,143.12
INV0030416,6/17/2024,C1084,P029,1,905.27,905.27
INV0030417,5/28/2025,C0490,P004,4,522.46,2089.84
INV0030418,2/5/2025,C0198,P025,5,1008.24,5041.2
INV0030419,8/26/2024,C1514,P005,4,9.36,37.44
INV0030420,10/25/2023,C1000,P019,5,42.98,214.9
INV0030421,12/28/2024,C0356,P072,5,1085.66,5428.3
INV0030422,11/9/2023,C0941,P078,2,663.96,1327.92
INV0030423,1/14/2024,C0336,P066,4,18.45,73.8
INV0030424,6/28/2025,C0534,P006,1,1118.54,1118.54
INV0030425,6/11/2024,C1286,P078,5,663.96,3319.8
INV0030426,6/28/2024,C1941,P060,5,48.02,240.1
INV0030427,1/27/2025,C0046,P032,2,2107.87,4215.74
INV0030428,2/24/2025,C0780,P009,2,661.99,1323.98
INV0030429,7/30/2024,C0950,P071,5,38.6,193
INV0030430,5/10/2024,C0456,P046,5,255.6,1278
INV0030431,6/29/2024,C1930,P037,4,1471.13,5884.52
INV0030432,9/2/2024,C1428,P027,1,1457.71,1457.71
INV0030433,10/14/2024,C1000,P056,4,71.66,286.64
INV0030434,7/1/2024,C0912,P048,3,1036.36,3109.08
INV0030435,6/21/2024,C1686,P067,3,1157.93,3473.79
INV0030436,9/1/2024,C1143,P037,5,1471.13,7355.65
INV0030437,12/24/2024,C1685,P001,1,766.52,766.52
INV0030438,10/6/2024,C1611,P046,4,255.6,1022.4
INV0030439,1/7/2024,C1987,P034,2,383.59,767.18
INV0030440,3/29/2024,C1073,P035,2,159.09,318.18
INV0030441,3/11/2025,C0576,P054,4,187.68,750.72
INV0030442,12/30/2023,C1511,P076,1,239.87,239.87
INV0030443,9/22/2024,C1467,P033,3,15.22,45.66
INV0030444,11/10/2024,C1666,P030,5,8.15,40.75
INV0030445,12/10/2023,C0654,P040,3,621.13,1863.39
INV0030446,8/25/2024,C1069,P014,5,388.53,1942.65
INV0030447,9/21/2024,C0205,P016,5,1146.85,5734.25
INV0030448,12/12/2023,C0428,P079,2,453.25,906.5
INV0030449,1/5/2025,C0472,P070,2,45.31,90.62
INV0030450,6/13/2024,C0642,P079,2,453.25,906.5
INV0030451,7/13/2025,C1854,P007,2,1171.1,2342.2
INV0030452,7/15/2025,C0844,P022,2,838.55,1677.1
INV0030453,7/24/2025,C0700,P073,4,42.69,170.76
INV0030454,11/3/2024,C1882,P049,5,1790.33,8951.65
INV0030455,6/1/2024,C0330,P044,2,29.11,58.22
INV0030456,7/13/2025,C1906,P028,5,106.3,531.5
INV0030457,4/8/2024,C0665,P075,1,95.97,95.97
INV0030458,5/24/2025,C0703,P059,4,414.05,1656.2
INV0030459,9/2/2023,C0049,P052,1,54.83,54.83
INV0030460,6/27/2025,C0910,P021,4,371.86,1487.44
INV0030461,10/25/2024,C1568,P006,3,1118.54,3355.62
INV0030462,11/3/2024,C0519,P068,1,1594.04,1594.04
INV0030463,1/10/2025,C0570,P048,5,1036.36,5181.8
INV0030464,4/17/2025,C1441,P067,5,1157.93,5789.65
INV0030465,9/3/2024,C1851,P064,1,1264.97,1264.97
INV0030466,10/24/2024,C0641,P074,4,1335.23,5340.92
INV0030467,8/17/2024,C0185,P063,3,1819.9,5459.7
INV0030468,1/15/2025,C0101,P020,2,746.91,1493.82
INV0030469,11/9/2023,C1486,P076,4,239.87,959.48
INV0030470,1/4/2024,C0145,P073,2,42.69,85.38
INV0030471,4/6/2024,C0958,P062,4,24.32,97.28
INV0030472,3/22/2025,C0706,P047,3,1479.53,4438.59
INV0030473,2/2/2025,C0854,P052,5,54.83,274.15
INV0030474,10/26/2024,C1142,P074,2,1335.23,2670.46
INV0030475,7/14/2024,C0196,P018,1,301.85,301.85
INV0030476,8/19/2023,C1003,P012,1,81.26,81.26
INV0030477,8/24/2024,C0020,P021,1,371.86,371.86
INV0030478,12/1/2024,C1151,P040,3,621.13,1863.39
INV0030479,4/30/2024,C0488,P011,5,49.79,248.95
INV0030480,5/29/2025,C1411,P055,4,918.47,3673.88
INV0030481,1/12/2025,C1116,P067,2,1157.93,2315.86
INV0030482,11/16/2024,C0323,P050,1,717.44,717.44
INV0030483,10/9/2024,C1692,P052,1,54.83,54.83
INV0030484,1/31/2025,C0677,P043,3,832.69,2498.07
INV0030485,7/9/2024,C1569,P021,5,371.86,1859.3
INV0030486,10/22/2023,C1320,P004,5,522.46,2612.3
INV0030487,5/23/2024,C0450,P077,1,825.61,825.61
INV0030488,2/28/2024,C0847,P066,4,18.45,73.8
INV0030489,10/19/2023,C1922,P001,3,766.52,2299.56
INV0030490,11/27/2024,C0613,P060,4,48.02,192.08
INV0030491,3/3/2024,C0774,P026,4,15.09,60.36
INV0030492,7/3/2024,C1357,P012,1,81.26,81.26
INV0030493,1/3/2024,C1620,P026,1,15.09,15.09
INV0030494,9/27/2024,C1843,P036,5,505.91,2529.55
INV0030495,7/1/2025,C0507,P006,5,1118.54,5592.7
INV0030496,1/22/2025,C0177,P059,2,414.05,828.1
INV0030497,2/10/2024,C0541,P018,1,301.85,301.85
INV0030498,8/19/2024,C1170,P049,2,1790.33,3580.66
INV0030499,11/12/2024,C1256,P004,4,522.46,2089.84
INV0030500,6/15/2025,C0359,P008,4,403.58,1614.32
INV0030501,2/14/2025,,,4,1085.66,4342.64
INV0030502,9/16/2024,C1902,P023,2,671.66,1343.32
INV0030503,2/15/2025,C1039,P071,5,38.6,193
INV0030504,5/17/2024,C1244,P042,2,25.06,50.12
INV0030505,10/31/2023,C0330,P017,2,22.3,44.6
INV0030506,12/8/2024,C1550,P033,3,15.22,45.66
INV0030507,10/5/2023,C1513,P068,1,1594.04,1594.04
INV0030508,7/4/2025,C0396,P066,4,18.45,73.8
INV0030509,10/19/2023,C1012,P057,1,1318.78,1318.78
INV0030510,5/8/2025,C0321,P072,1,1085.66,1085.66
INV0030511,12/23/2023,C1461,P011,2,49.79,99.58
INV0030512,4/26/2024,C0355,P044,5,29.11,145.55
INV0030513,10/12/2023,C0096,P016,4,1146.85,4587.4
INV0030514,7/30/2024,C1052,P078,1,663.96,663.96
INV0030515,4/12/2025,C0367,P033,1,15.22,15.22
INV0030516,3/20/2024,C1736,P067,3,1157.93,3473.79
INV0030517,4/26/2024,C0387,P068,5,1594.04,7970.2
INV0030518,2/27/2025,C0464,P025,1,1008.24,1008.24
INV0030519,9/23/2023,C1043,P046,5,255.6,1278
INV0030520,3/31/2025,C1776,P070,2,45.31,90.62
INV0030521,2/2/2024,C0181,P063,1,1819.9,1819.9
INV0030522,12/12/2024,C1292,P065,4,127.04,508.16
INV0030523,6/11/2025,C0720,P067,5,1157.93,5789.65
INV0030524,3/7/2024,C0531,P017,1,22.3,22.3
INV0030525,3/18/2025,C0305,P012,1,81.26,81.26
INV0030526,8/11/2025,C1232,P079,1,453.25,453.25
INV0030527,2/8/2024,C1641,P027,5,1457.71,7288.55
INV0030528,11/8/2024,C1522,P036,5,505.91,2529.55
INV0030529,4/27/2025,C1698,P036,5,505.91,2529.55
INV0030530,2/1/2024,C0364,P021,4,371.86,1487.44
INV0030531,1/26/2025,C0540,P056,3,71.66,214.98
INV0030532,4/1/2025,C0069,P067,5,1157.93,5789.65
INV0030533,3/16/2025,C0345,P029,3,905.27,2715.81
INV0030534,12/26/2024,C0156,P070,5,45.31,226.55
INV0030535,8/18/2024,C1762,P044,5,29.11,145.55
INV0030536,2/28/2024,C1122,P060,1,48.02,48.02
INV0030537,9/22/2023,C0746,P024,3,37.59,112.77
INV0030538,2/23/2025,C0273,P008,5,403.58,2017.9
INV0030539,2/1/2025,C0220,P067,1,1157.93,1157.93
INV0030540,12/14/2024,C0640,P017,1,22.3,22.3
INV0030541,6/17/2024,C0439,P076,3,239.87,719.61
INV0030542,5/19/2024,C1740,P047,3,1479.53,4438.59
INV0030543,6/18/2025,C1035,P041,2,428.55,857.1
INV0030544,12/19/2024,C1111,P010,1,465.52,465.52
INV0030545,12/14/2024,C1812,P037,2,1471.13,2942.26
INV0030546,4/20/2024,C0521,P074,4,1335.23,5340.92
INV0030547,8/7/2024,C0335,P055,4,918.47,3673.88
INV0030548,1/1/2024,C0874,P018,3,301.85,905.55
INV0030549,7/22/2024,C1817,P080,5,1674.29,8371.45
INV0030550,7/24/2025,C1512,P069,4,466.09,1864.36
INV0030551,10/11/2024,C0652,P076,1,239.87,239.87
INV0030552,6/28/2024,C0056,P051,5,45.11,225.55
INV0030553,7/30/2025,C0225,P067,3,1157.93,3473.79
INV0030554,4/13/2024,C0924,P063,5,1819.9,9099.5
INV0030555,11/3/2024,C0295,P021,1,371.86,371.86
INV0030556,10/31/2023,C0071,P021,1,371.86,371.86
INV0030557,9/24/2023,C1575,P053,1,640.22,640.22
INV0030558,8/31/2024,C1484,P016,2,1146.85,2293.7
INV0030559,5/19/2025,C0906,P010,4,465.52,1862.08
INV0030560,6/12/2024,C0341,P044,2,29.11,58.22
INV0030561,9/29/2024,C0871,P029,5,905.27,4526.35
INV0030562,8/22/2023,C0752,P043,2,832.69,1665.38
INV0030563,7/6/2024,C1199,P007,1,1171.1,1171.1
INV0030564,3/26/2025,C1250,P009,3,661.99,1985.97
INV0030565,5/29/2025,C0005,P010,2,465.52,931.04
INV0030566,3/24/2025,C1072,P074,1,1335.23,1335.23
INV0030567,6/9/2024,C1758,P004,5,522.46,2612.3
INV0030568,11/6/2023,C1288,P027,4,1457.71,5830.84
INV0030569,3/31/2025,C0359,P010,2,465.52,931.04
INV0030570,12/31/2023,C1458,P047,4,1479.53,5918.12
INV0030571,12/6/2024,C1969,P019,3,42.98,128.94
INV0030572,2/18/2025,C1381,P075,3,95.97,287.91
INV0030573,3/28/2024,C0636,P009,5,661.99,3309.95
INV0030574,8/10/2024,C1949,P035,1,159.09,159.09
INV0030575,6/28/2025,C1380,P036,1,505.91,505.91
INV0030576,8/1/2025,C0882,P008,4,403.58,1614.32
INV0030577,3/13/2025,C1383,P079,1,453.25,453.25
INV0030578,8/30/2024,C0880,P047,1,1479.53,1479.53
INV0030579,6/13/2025,C0410,P076,2,239.87,479.74
INV0030580,12/14/2024,C1183,P037,4,1471.13,5884.52
INV0030581,2/25/2024,C0797,P044,1,29.11,29.11
INV0030582,12/25/2023,C0950,P023,1,671.66,671.66
